id,caption,alttext,description,baseimageurl
103937,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN09238_dlvr
147407,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12354n_dynmc
75614,,,,https://nrs.harvard.edu/urn-3:HUAM:INV009956_dynmc
32958,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP08149_dynmc
135140,page 16 recto,,,https://nrs.harvard.edu/urn-3:HUAM:79656_dlvr
136476,folio 16 verso,,,https://nrs.harvard.edu/urn-3:HUAM:VRS86369_dynmc
74492,,,,https://nrs.harvard.edu/urn-3:HUAM:INV041479P_dynmc
155670,,,,https://nrs.harvard.edu/urn-3:HUAM:INV026316_dynmc
130722,,,,https://nrs.harvard.edu/urn-3:HUAM:48875_dynmc
152126,,,,https://nrs.harvard.edu/urn-3:HUAM:INV014198N_dynmc
97328,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP09302_dynmc
145866,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN19216_dlvr
33292,black and white image,,,https://nrs.harvard.edu/urn-3:HUAM:46677_dynmc
47093,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP07504_dynmc
163871,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP12945_dynmc
58077,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN05697_dlvr
150036,,,,https://nrs.harvard.edu/urn-3:HUAM:INV007602N_dynmc
38988,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN02732_dynmc
63022,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN15772_dlvr
1756,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS14059_dynmc
428490,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251481_dynmc
428497,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251488_dynmc
428498,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251489_dynmc
428505,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251496_dynmc
428508,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251499_dynmc
428511,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251502_dynmc
428513,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251504_dynmc
428521,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251512_dynmc
428522,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251513_dynmc
428524,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251515_dynmc
145212,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN16625_dlvr
158593,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036578_dynmc
119273,,,,https://nrs.harvard.edu/urn-3:HUAM:INV036914_dynmc
147523,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12585n_dynmc
124793,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP14341_dlvr
31710,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS42905_dynmc
160894,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG130349_dynmc
54422,,,,https://nrs.harvard.edu/urn-3:HUAM:61887_dynmc
57025,,,,https://nrs.harvard.edu/urn-3:HUAM:INV010352_dynmc
129325,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS42781_dynmc
428586,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251577_dynmc
428589,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251580_dynmc
428594,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251585_dynmc
428598,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251589_dynmc
428613,,A jagged shape with an arched wave carved onto it.,"A jagged shape which is uneven on all sides, as if all edges have been worn or broken away.  There seems to be a single line carved across the surface, a symmetrical wave which starts at the bottom left, arches up to the middle, and dips back down to the bottom right.  There does not seem to be any other decorations or markings.  The surface is mottled brown and patina green.",https://nrs.harvard.edu/urn-3:HUAM:LEG251604_dynmc
428614,,A long jagged shape.,"An object which seems to have been part of a larger surface, but is now a horizontal jagged shape.  There are a few faint carved marks throughout the object, but it is hard to tell if they are decorative or symbolic of anything in particular.  The surface is a mottled brown with green patina, and there are spots of rust orange as well. ",https://nrs.harvard.edu/urn-3:HUAM:LEG251605_dynmc
428615,Profile with inscription,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251606_dynmc
428616,Profile with rosette,A green helmet.,"A round green helmet which is simple and without decoration.  It is seen from the side, so the shape is in profile.  It is mostly an even round shape, which flares out at the bottom.  There is a cutout for the face which consists of a series of arches and points outlining where the eye, cheek, and jaw of the wearer would be before curving around to meet with the bottom edge of the helmet. There is a border of parallel lines around the base towards the back of the helmet, but there is no other decoration.  ",https://nrs.harvard.edu/urn-3:HUAM:LEG251607_dynmc
428617,,An uneven half circle shape with rings.,"A shape which seems to be a half circle, though damage to the bottom and right obscures the original shape, and the edges are now uneven.  There is a border of concentric lines around the top and left edges and the innermost line is partially visible along the uneven edges as well, indicating that the damage is mostly contained to the border edge. There is no other surface decoration that can be seen.  There are two rings at the top in the middle and right corner.  The surface is mottled brown, red, and green. ",https://nrs.harvard.edu/urn-3:HUAM:LEG251608_dynmc
428619,,A half circle with damaged edges.,"A half circle shape with a border of concentric lines.  There is damage along the edges, particularly at the top, corners, and right side. The surface is mottled dark grey and green.  There are a few lines, possible symbols, carved into the surface towards the top and slightly to the right.  They are only visible because they appear to be a slightly red color, having aged differently from the rest of the surface which is mostly a mottled brown and green. ",https://nrs.harvard.edu/urn-3:HUAM:LEG251610_dynmc
92465,,,,https://nrs.harvard.edu/urn-3:HUAM:INV039754_dynmc
56414,,,,https://nrs.harvard.edu/urn-3:HUAM:70052_dynmc
93602,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP01588_dynmc
79802,,,,https://nrs.harvard.edu/urn-3:HUAM:INV016923P_dynmc
144632,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN14337_dlvr
34984,shrine doors closed,,,https://nrs.harvard.edu/urn-3:HUAM:74333_dynmc
134338,recto,,,https://nrs.harvard.edu/urn-3:HUAM:76258_dlvr
160907,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG130379p_dynmc
157331,,,,https://nrs.harvard.edu/urn-3:HUAM:INV032209P_dynmc
125056,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP15386_dynmc
428664,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251655_dynmc
428666,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251657_dynmc
428671,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251662_dynmc
428682,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251673_dynmc
428684,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251675_dynmc
428685,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251676_dynmc
428692,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251683_dynmc
428696,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251687_dynmc
428710,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251701_dynmc
428721,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251712_dynmc
84973,,,,https://nrs.harvard.edu/urn-3:HUAM:INV026634_dynmc
73300,,,,https://nrs.harvard.edu/urn-3:HUAM:INV005528_dynmc
69699,,,,https://nrs.harvard.edu/urn-3:HUAM:INV032898_dynmc
146213,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN20648_dlvr
115904,,,,https://nrs.harvard.edu/urn-3:HUAM:INV025135_dynmc
6612,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS19152_dynmc
150023,,,,https://nrs.harvard.edu/urn-3:HUAM:INV007568N_dynmc
27392,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS31873_dynmc
142178,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN04385_dynmc
158172,,,,https://nrs.harvard.edu/urn-3:HUAM:INV035183_dynmc
428806,side profile,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251578_dynmc
428807,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251579_dynmc
428818,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251589_dynmc
428825,,A ridged helmet.,"A helmet in a brown metal mostly covered in light green.  It has a rectangular cutout in the front for the face.  Running from the back to the front there are two parallel pointed ridges. There are also the barest indications of smaller parallel ridges on either side of those two central ones. There is a simple line border around the face cutout, aside from that there is no other surface decoration.  ",https://nrs.harvard.edu/urn-3:HUAM:DDC251599_dynmc
428830,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251615_dynmc
428844,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251645_dynmc
428846,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251647_dynmc
428859,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251652_dynmc
428862,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251341_dynmc
428878,,A crying woman visible from the waist up with her hands together.,"A light-skinned woman gazes down and to the left, her hands pressed together as if in prayer. She wears a white veil and a dark blue, subtly shiny cloak with metallic golden trim. Three tears flow from each eye, trailing down her cheeks. Her brow is furrowed, and there are circles under her eyes. The woman’s hair is curly and luminous, her tears are perfectly clear, and the folds of her clothing and sheerness of her veil are very detailed. The background behind the woman is gold and covered with small brown dots.",https://nrs.harvard.edu/urn-3:HUAM:DDC251345_dynmc
41707,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN07749_dlvr
55178,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS63687_dynmc
83853,,,,https://nrs.harvard.edu/urn-3:HUAM:INV023754_dynmc
38017,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN00484_dynmc
66361,,,,https://nrs.harvard.edu/urn-3:HUAM:INV026003_dynmc
57815,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN04605_dynmc
11769,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS39120_dynmc
155216,,,,https://nrs.harvard.edu/urn-3:HUAM:INV024711_dynmc
93828,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG1029_dynmc
54404,,,,https://nrs.harvard.edu/urn-3:HUAM:61819_dynmc
428932,,Five figures interact with each other.,"The vessel is black with a wide spout and two handles that connect the body of the vessel to the rim.  In red, five figures in draping clothing face each other.  The farthest left figure holds dishes, a figure next to them who seems bald holds a staff, and the other two of the central figures shake hands, one holds a trident and the other appears to have a weapon sheathed at their hip.  There are floral motifs along the upper rim of the vessel and geometric patterns border the scene.",https://nrs.harvard.edu/urn-3:HUAM:DDC251768_dynmc
428935,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251805_dynmc
428948,after treatment side b,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251827_dynmc
428955,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251835_dynmc
428960,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251839_dynmc
428963,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251818_dynmc
428965,,"Red-brown, intact, terracotta bowl that is shallow and wide, shown on a light gray background","This red-brown terracotta bowl is about three times as wide as it is tall. The bowl has no visible breaks or cracks, but there are several tiny chips on the otherwise smooth surface. The short base of the bowl is wide and flat and is about half the width of the top. From the bottom, the sides of the bowl curve outward, perpendicular to the base, then curve upward and widen as they reach the rim, which is flat and bends slightly outward. There are two narrow incised lines that circle the interior rim. There is a light gray background. ",https://nrs.harvard.edu/urn-3:HUAM:DDC251816_dynmc
428971,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251851_dynmc
429009,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251892_dynmc
429011,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251904_dynmc
429027,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC251923_dynmc
429052,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252001_dynmc
430724,After treatment,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252111_dynmc
430740,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252144_dynmc
430741,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252170_dynmc
430751,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252178_dynmc
430753,,A marble sculpture depicts the head of a man with a long beard and rows of curls above the forehead.,"A white marble sculpture depicts the head of a man with a long rectangular beard. The beard consists of four rows of long curved tufts of hair, rendered in a stylized geometric pattern. There is a thick ring of three rows of stacked corkscrew curls above the forehead. In contrast to the more stylized hair patterns, the facial features are more classically rendered as smooth and realistic. The eyes are almond-shaped, and the nose is thin and straight. There is some minor chipping at the brow at right.",https://nrs.harvard.edu/urn-3:HUAM:DDC252146_dynmc
430763,," Bronze plaque of Christ carrying the cross, surrounded by several other figures.","Shiny, rectangular bronze plaque with three-dimensional image of Jesus Christ, a halo on his head, carrying a cross on his left shoulder. Behind him is a figure with a battle helmet holds a rope looped around Jesus’s chest. Before him is a female figure with a halo holding a strip of fabric with a man’s face on it. Over Jesus’s left shoulder is a crowd of people, most with helmets and spears. In front of the crowd is a child figure holding a cylindrical object in their left hand.",https://nrs.harvard.edu/urn-3:HUAM:DDC252166_dynmc
430764,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252164_dynmc
430766,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252278_dynmc
66763,,,,https://nrs.harvard.edu/urn-3:HUAM:INV026650_dynmc
24531,page 8 recto,,,https://nrs.harvard.edu/urn-3:HUAM:78483_dynmc
100043,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP10806_dynmc
98498,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG6398_dynmc
58464,,,,https://nrs.harvard.edu/urn-3:HUAM:INV012721P_dynmc
143019,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN07868_dlvr
125824,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS17289_dynmc
78471,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG3168_dynmc
41106,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN06738_dlvr
164066,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP13728_dynmc
131320,,,,https://nrs.harvard.edu/urn-3:HUAM:51611_dynmc
39068,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN03073_dynmc
105318,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN14758_dlvr
73168,,,,https://nrs.harvard.edu/urn-3:HUAM:INV039179N_dynmc
102293,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP15726_dynmc
61488,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN12379_dlvr
116884,,,,https://nrs.harvard.edu/urn-3:HUAM:INV028624_dynmc
133819,,,,https://nrs.harvard.edu/urn-3:HUAM:73694_dynmc
49432,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN11646n_dynmc
64063,,,,https://nrs.harvard.edu/urn-3:HUAM:INV021741_dynmc
431626,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252480_dynmc
431634,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252485_dynmc
431636,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252520_dynmc
431638,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252524_dynmc
431645,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252512_dynmc
431649,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252541_dynmc
431657,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252558_dynmc
431660,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252555_dynmc
431684,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252652_dynmc
431685,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252617_dynmc
431696,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252619_dynmc
431710,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252678_dynmc
431718,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252749_dynmc
431719,,A dark bronze sculpture of a man sitting cross-legged on a pedestal.,The bronze sculpture is of a man sitting on a pedestal facing the viewer. The bronze is dark in color with hints of red. The bottom of the pedestal is detailed with large petals. The man is wearing a robe that drapes over his whole body. His legs are crossed and his feet are on top of the opposite knees. The man’s right arm is down by his side with his palm pointing down and facing the viewer. His left arm is bent up and there is a small round object held in his left hand. His earlobes are long and his hair is put up in a small bun on top of his head.,https://nrs.harvard.edu/urn-3:HUAM:DDC252750_dynmc
431739,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252773_dynmc
431741,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252780_dynmc
431743,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252775_dynmc
431748,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252699_dynmc
431753,,A fishing boat docked in a harbor with a landscape in the background,"At center, a sailboat with its sails taken down floats in a harbor, its stern tied by several thin ropes to a dock. The water is calm, reflecting the bright blue sky above. A smaller boat with its sails up floats in the corner where the dock meets a sea wall. The tan wall and the rolling hills in the distance beyond it, are loosely sketched in large blocks of color,  the buildings of a small city indicated only by white and brown swatches. No people are present, either aboard the boat or on land.",https://nrs.harvard.edu/urn-3:HUAM:DDC252701_dynmc
431757,,Painting of man in black robe with blue background and inscription,"Portrait of a light-skinned man facing toward the viewer’s right. He has ear-length, curly gray hair, a furrowed brow, wrinkles, brown eyes, a large nose, and a round, dimpled chin. He wears a black robe with a red and white collar. The middle of the collar has a tied black cord. Behind the man is a solid blue background. At the top of the painting is the inscription “D. MARTINUS LUTHERUS.” with another line of smaller, less legible text beneath. To the left of the man is another inscription in small print reading “1546” just above a small curly shape.",https://nrs.harvard.edu/urn-3:HUAM:DDC252731_dynmc
126891,,,,https://nrs.harvard.edu/urn-3:HUAM:30696_dynmc
36700,,,,https://nrs.harvard.edu/urn-3:HUAM:CARPST10213_dynmc
32041,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP05710_dynmc
3587,,,,https://nrs.harvard.edu/urn-3:HUAM:14210_dynmc
11829,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS39393_dynmc
114593,,,,https://nrs.harvard.edu/urn-3:HUAM:INV020697N_dynmc
121042,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG104456_dynmc
44364,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN13739_dlvr
56583,,,,https://nrs.harvard.edu/urn-3:HUAM:70750_dynmc
127749,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS35465_dynmc
87895,,,,https://nrs.harvard.edu/urn-3:HUAM:INV031668_dynmc
93018,,,,https://nrs.harvard.edu/urn-3:HUAM:INV040864_dynmc
44523,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN14429_dlvr
18728,,,,https://nrs.harvard.edu/urn-3:HUAM:61663_dynmc
114292,,,,https://nrs.harvard.edu/urn-3:HUAM:INV019596_dynmc
50195,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP13984_dynmc
60274,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN10281_dlvr
32215,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP06447_dynmc
109054,,,,https://nrs.harvard.edu/urn-3:HUAM:INV001324_dynmc
52550,,,,https://nrs.harvard.edu/urn-3:HUAM:INV001600_dynmc
432621,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253077_dynmc
432622,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253078_dynmc
432624,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253080_dynmc
432630,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251877
432649,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251896
432651,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251898
432657,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251904
432662,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251909
432664,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251911
432668,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251915
148376,,,,https://nrs.harvard.edu/urn-3:HUAM:INV000831_dynmc
85857,"Chapter 20: A is painting on left, B is calligraphy on right",,,https://nrs.harvard.edu/urn-3:HUAM:75042_dynmc
48205,side,,,https://nrs.harvard.edu/urn-3:HUAM:CARP09393_dynmc
6107,,,,https://nrs.harvard.edu/urn-3:HUAM:18447_dynmc
119004,,,,https://nrs.harvard.edu/urn-3:HUAM:INV035994N_dynmc
162111,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG4014_dynmc
153190,,,,https://nrs.harvard.edu/urn-3:HUAM:INV017537_dynmc
118451,,,,https://nrs.harvard.edu/urn-3:HUAM:INV034127_dynmc
94034,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP02149_dynmc
105512,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN15536_dlvr
432741,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251988
432752,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG251999
432753,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252000
432756,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252003
432757,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252004
432773,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252020
432775,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252022
432777,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252024
432778,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252025
432782,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252029
76039,,,,https://nrs.harvard.edu/urn-3:HUAM:INV010420P_dynmc
76239,,,,https://nrs.harvard.edu/urn-3:HUAM:INV011059_dynmc
159763,,,,https://nrs.harvard.edu/urn-3:HUAM:INV040665_dynmc
22353,,,,https://nrs.harvard.edu/urn-3:HUAM:73766_dynmc
53725,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS60226_dynmc
104876,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN12972_dlvr
160213,,,,https://nrs.harvard.edu/urn-3:HUAM:ISL10152_dynmc
139194,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP07131_dynmc
109197,,,,https://nrs.harvard.edu/urn-3:HUAM:INV001960_dynmc
36708,,,,https://nrs.harvard.edu/urn-3:HUAM:CARPST10244_dynmc
432831,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252078
432833,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252080
432834,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252081
432845,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252092
432848,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252095
432851,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252098
432859,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253104_dynmc
432861,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253106_dynmc
432862,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253107_dynmc
432863,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253108_dynmc
432867,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253112_dynmc
432869,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253114_dynmc
432972,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252200
432982,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252210
432996,detail of inscription,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252224
433004,detail of inscription,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252232
433042,"right scroll, painting proper",,,https://nrs.harvard.edu/urn-3:HUAM:LEG252270
433043,"artist seal, detail of right scroll",,,https://nrs.harvard.edu/urn-3:HUAM:LEG252271
433070,"detail of artist's inscription, signature and seals",,,https://nrs.harvard.edu/urn-3:HUAM:LEG252298
433071,overall with mounting,,,https://nrs.harvard.edu/urn-3:HUAM:LEG252299
112441,,,,https://nrs.harvard.edu/urn-3:HUAM:INV013400_dynmc
138940,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP06086_dynmc
35686,,,,https://nrs.harvard.edu/urn-3:HUAM:76129_dynmc
162416,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG4844_dynmc
80399,,,,https://nrs.harvard.edu/urn-3:HUAM:INV017517N_dynmc
159609,,,,https://nrs.harvard.edu/urn-3:HUAM:INV040097_dynmc
80197,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG85169_dynmc
97371,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP09504_dynmc
146049,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN19930_dlvr
150745,,,,https://nrs.harvard.edu/urn-3:HUAM:INV009752P_dynmc
19932,inscription on vessel floor,,,https://nrs.harvard.edu/urn-3:HUAM:51093_dynmc
20049,,,,https://nrs.harvard.edu/urn-3:HUAM:51618_dynmc
84636,,,,https://nrs.harvard.edu/urn-3:HUAM:INV025415_dynmc
115387,,,,https://nrs.harvard.edu/urn-3:HUAM:INV023442_dynmc
132885,,,,https://nrs.harvard.edu/urn-3:HUAM:65434_dynmc
51192,,,,https://nrs.harvard.edu/urn-3:HUAM:COIN01377_dynmc
134672,recto,,,https://nrs.harvard.edu/urn-3:HUAM:77665_dynmc
49918,negative,,,https://nrs.harvard.edu/urn-3:HUAM:FEIN12067n_dynmc
4448,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS16686_dynmc
150297,,,,https://nrs.harvard.edu/urn-3:HUAM:INV008372_dynmc
433351,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253340_dynmc
433353,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253342_dynmc
433356,,A drawing of a woman standing for a portrait in a long dress.,"The drawing in graphite on white paper depicts a woman standing center-page facing left in three quarters, her gaze directed to the viewer. She wears a long dress ornamented in striped patterns on the sleeves and prominent frills down the bust. Her hands are linked at her waist, and a folded garment is draped over her left arm. Her dark, straight hair is parted at center and just visible beneath a frilled kerchief or bonnet.",https://nrs.harvard.edu/urn-3:HUAM:DDC253202_dynmc
433358,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253210_dynmc
433359,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253212_dynmc
433367,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253176_dynmc
433370,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252812_dynmc
433372,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252822_dynmc
433373,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252828_dynmc
433374,front,A wooden sculpture of a slender person standing upright on a detailed pedestal. They are wearing draped cloth that covers their legs and goes across their shoulder and chest. They are wearing a small headpiece and have short hair.,"The wooden sculpture is of a slender person standing upright on a pedestal. The pedestal is wide at the bottom, has a small midsection, and is wide at the top with organic carved details on it. The sculpture is light brown and medium brown in color. The person is wearing draped cloth that covers their legs, torso, and goes over their left shoulder. Their left hand is bent up so their closed hand is close to their chest. Their right hand is down at their side with their hand open and pointing down. They have short hair and are wearing a headpiece. They have a dot in between their eyebrows.",https://nrs.harvard.edu/urn-3:HUAM:DDC252838_dynmc
109344,,,,https://nrs.harvard.edu/urn-3:HUAM:INV002483_dynmc
43426,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP00011_dynmc
96457,,,,https://nrs.harvard.edu/urn-3:HUAM:LEG1874_dynmc
141051,,,,https://nrs.harvard.edu/urn-3:HUAM:CARPST10100_dynmc
158206,,,,https://nrs.harvard.edu/urn-3:HUAM:INV035286N_dynmc
139591,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP08753_dynmc
8958,,,,https://nrs.harvard.edu/urn-3:HUAM:VRS34601_dynmc
47103,,,,https://nrs.harvard.edu/urn-3:HUAM:CARP07540_dynmc
130319,back end paper,,,https://nrs.harvard.edu/urn-3:HUAM:VRS47218_dynmc
163845,,,,https://nrs.harvard.edu/urn-3:HUAM:OCP12834_dynmc
433447,,,,https://nrs.harvard.edu/urn-3:HUAM:DDC253388_dynmc
